Time, CPU Utilization (%), Memory Utilization (MB)
2023-11-07 12:53:08, 4.80, 1.50
2023-11-07 12:53:08, 0.00, 1.50
2023-11-07 12:53:09, 0.00, 1.50
2023-11-07 12:53:09, 0.00, 1.50
2023-11-07 12:53:09, 0.00, 1.50
2023-11-07 12:53:09, 0.00, 1.50
2023-11-07 12:53:09, 0.00, 1.50
2023-11-07 12:53:09, 0.00, 1.50
2023-11-07 12:53:09, 0.00, 1.50
2023-11-07 12:53:09, 0.00, 1.50
2023-11-07 12:53:09, 2.50, 1.50
2023-11-07 12:53:09, 0.00, 1.50
2023-11-07 12:53:10, 0.00, 1.50
2023-11-07 12:53:10, 0.00, 1.50
2023-11-07 12:53:10, 0.00, 1.50
2023-11-07 12:53:10, 0.00, 1.50
2023-11-07 12:53:10, 2.40, 1.50
2023-11-07 12:53:10, 2.40, 1.50
2023-11-07 12:53:10, 0.00, 1.50
2023-11-07 12:53:10, 0.00, 1.50
2023-11-07 12:53:10, 0.00, 1.50
2023-11-07 12:53:10, 0.00, 1.50
2023-11-07 12:53:11, 0.00, 1.50
2023-11-07 12:53:11, 0.00, 1.50
2023-11-07 12:53:11, 0.00, 1.50
2023-11-07 12:53:11, 2.50, 1.50
2023-11-07 12:53:11, 0.00, 1.50
2023-11-07 12:53:11, 0.00, 1.50
2023-11-07 12:53:11, 0.00, 1.50
2023-11-07 12:53:11, 0.00, 1.50
2023-11-07 12:53:11, 0.00, 1.50
2023-11-07 12:53:11, 0.00, 1.50
2023-11-07 12:53:12, 0.00, 1.50
2023-11-07 12:53:12, 2.40, 1.50
2023-11-07 12:53:12, 0.00, 1.50
2023-11-07 12:53:12, 2.40, 1.50
2023-11-07 12:53:12, 0.00, 1.50
2023-11-07 12:53:12, 0.00, 1.50
2023-11-07 12:53:12, 0.00, 1.50
2023-11-07 12:53:12, 0.00, 1.50
2023-11-07 12:53:12, 0.00, 1.50
2023-11-07 12:53:12, 0.00, 1.50
2023-11-07 12:53:13, 0.00, 1.50
2023-11-07 12:53:13, 0.00, 1.50
2023-11-07 12:53:13, 0.00, 1.50
2023-11-07 12:53:13, 0.00, 1.50
2023-11-07 12:53:13, 0.00, 1.50
2023-11-07 12:53:13, 0.00, 1.50
2023-11-07 12:53:13, 0.00, 1.50
2023-11-07 12:53:13, 0.00, 1.50
2023-11-07 12:53:13, 0.00, 1.50
2023-11-07 12:53:13, 0.00, 1.50
2023-11-07 12:53:14, 2.40, 1.50
2023-11-07 12:53:14, 0.00, 1.50
2023-11-07 12:53:14, 0.00, 1.50
2023-11-07 12:53:14, 0.00, 1.50
2023-11-07 12:53:14, 0.00, 1.50
2023-11-07 12:53:14, 0.00, 1.50
2023-11-07 12:53:14, 0.00, 1.50
2023-11-07 12:53:14, 0.00, 1.50
2023-11-07 12:53:14, 0.00, 1.50
2023-11-07 12:53:14, 0.00, 1.50
2023-11-07 12:53:15, 0.00, 1.50
2023-11-07 12:53:15, 0.00, 1.50
2023-11-07 12:53:15, 0.00, 1.50
2023-11-07 12:53:15, 0.00, 1.50
2023-11-07 12:53:15, 0.00, 1.50
2023-11-07 12:53:15, 0.00, 1.50
2023-11-07 12:53:15, 0.00, 1.50
2023-11-07 12:53:15, 0.00, 1.50
2023-11-07 12:53:15, 2.40, 1.50
