Time, CPU Utilization (%), Memory Utilization (MB)
2023-11-07 12:39:53, 0.00, 1.38
2023-11-07 12:39:53, 0.00, 1.38
2023-11-07 12:39:53, 0.00, 1.38
2023-11-07 12:39:53, 0.00, 1.38
2023-11-07 12:39:53, 0.00, 1.38
2023-11-07 12:39:53, 0.00, 1.38
2023-11-07 12:39:54, 0.00, 1.38
2023-11-07 12:39:54, 0.00, 1.38
2023-11-07 12:39:54, 0.00, 1.38
2023-11-07 12:39:54, 0.00, 1.38
2023-11-07 12:39:54, 0.00, 1.38
2023-11-07 12:39:54, 0.00, 1.38
2023-11-07 12:39:54, 0.00, 1.38
2023-11-07 12:39:54, 0.00, 1.38
2023-11-07 12:39:54, 0.00, 1.38
2023-11-07 12:39:55, 0.00, 1.38
2023-11-07 12:39:55, 2.40, 1.38
2023-11-07 12:39:55, 0.00, 1.38
2023-11-07 12:39:55, 0.00, 1.38
2023-11-07 12:39:55, 0.00, 1.38
2023-11-07 12:39:55, 0.00, 1.38
2023-11-07 12:39:55, 0.00, 1.38
2023-11-07 12:39:55, 0.00, 1.38
2023-11-07 12:39:55, 0.00, 1.38
2023-11-07 12:39:55, 2.40, 1.38
2023-11-07 12:39:56, 0.00, 1.38
2023-11-07 12:39:56, 0.00, 1.38
2023-11-07 12:39:56, 0.00, 1.38
2023-11-07 12:39:56, 0.00, 1.38
2023-11-07 12:39:56, 0.00, 1.38
2023-11-07 12:39:56, 2.40, 1.38
2023-11-07 12:39:56, 0.00, 1.38
2023-11-07 12:39:56, 0.00, 1.38
2023-11-07 12:39:56, 0.00, 1.38
2023-11-07 12:39:56, 0.00, 1.38
2023-11-07 12:39:57, 0.00, 1.38
2023-11-07 12:39:57, 0.00, 1.38
2023-11-07 12:39:57, 0.00, 1.38
2023-11-07 12:39:57, 0.00, 1.38
2023-11-07 12:39:57, 0.00, 1.38
2023-11-07 12:39:57, 0.00, 1.38
2023-11-07 12:39:57, 0.00, 1.38
2023-11-07 12:39:57, 0.00, 1.38
2023-11-07 12:39:57, 0.00, 1.38
2023-11-07 12:39:57, 0.00, 1.38
2023-11-07 12:39:58, 0.00, 1.38
2023-11-07 12:39:58, 0.00, 1.38
2023-11-07 12:39:58, 0.00, 1.38
2023-11-07 12:39:58, 0.00, 1.38
2023-11-07 12:39:58, 0.00, 1.38
2023-11-07 12:39:58, 0.00, 1.38
2023-11-07 12:39:58, 0.00, 1.38
2023-11-07 12:39:58, 0.00, 1.38
2023-11-07 12:39:58, 0.00, 1.38
2023-11-07 12:39:58, 0.00, 1.38
2023-11-07 12:39:59, 0.00, 1.38
2023-11-07 12:39:59, 0.00, 1.38
2023-11-07 12:39:59, 0.00, 1.38
2023-11-07 12:39:59, 0.00, 1.38
2023-11-07 12:39:59, 0.00, 1.38
2023-11-07 12:39:59, 0.00, 1.38
